输入值,主机,结论,通过项数,总项数,失败项数,通过率(%),全绿,失败项列表,DNS成功,解析IP列表,Polling主机,Polling DNS成功,Polling解析IP列表,端口53成功,端口53耗时毫秒,端口53Banner,端口53错误,端口80成功,端口80耗时毫秒,端口80Banner,端口80错误,端口443成功,端口443耗时毫秒,端口443Banner,端口443错误,端口25成功,端口25耗时毫秒,端口25Banner,端口25错误,端口587成功,端口587耗时毫秒,端口587Banner,端口587错误,端口465成功,端口465耗时毫秒,端口465Banner,端口465错误,HTTP成功,HTTP状态码,HTTP耗时毫秒,HTTP服务器,HTTP标题,HTTP错误,HTTPS成功,HTTPS状态码,HTTPS耗时毫秒,HTTPS服务器,HTTPS标题,HTTPS错误,Polling HTTP成功,Polling HTTP状态码,Polling HTTP耗时毫秒,Polling HTTP服务器,Polling HTTP标题,Polling HTTP错误,Polling HTTPS成功,Polling HTTPS状态码,Polling HTTPS耗时毫秒,Polling HTTPS服务器,Polling HTTPS标题,Polling HTTPS错误
38.100.163.98,38.100.163.98,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,38.100.163.98,polling.38.100.163.98,False,,False,6482,,timed out,True,565,,,True,852,,,True,2796,220 d.huskpup.com Burp Collaborator Server ready,,True,882,220 d.huskpup.com Burp Collaborator Server ready,,False,2670,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '38.100.163.98'. (_ssl.c:992)",True,200,3855,Burp Collaborator https://burpcollaborator.net/,,,True,200,7023,Burp Collaborator https://burpcollaborator.net/,,,False,,913,,,"HTTPConnectionPool(host='polling.38.100.163.98', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.38.100.163.98', port=80): Failed to resolve 'polling.38.100.163.98' ([Errno 11001] getaddrinfo failed)""))",False,,1079,,,"HTTPSConnectionPool(host='polling.38.100.163.98', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.38.100.163.98', port=443): Failed to resolve 'polling.38.100.163.98' ([Errno 11001] getaddrinfo failed)""))"
185.20.136.109,185.20.136.109,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,185.20.136.109,polling.185.20.136.109,False,,False,4023,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,663,,,True,2894,,,True,1654,220 collab.rara-af.fi Burp Collaborator Server ready,,True,1580,220 collab.rara-af.fi Burp Collaborator Server ready,,False,2444,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '185.20.136.109'. (_ssl.c:992)",True,200,1774,Burp Collaborator https://burpcollaborator.net/,,,True,200,2877,Burp Collaborator https://burpcollaborator.net/,,,False,,1728,,,"HTTPConnectionPool(host='polling.185.20.136.109', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.185.20.136.109', port=80): Failed to resolve 'polling.185.20.136.109' ([Errno 11001] getaddrinfo failed)""))",False,,289,,,"HTTPSConnectionPool(host='polling.185.20.136.109', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.185.20.136.109', port=443): Failed to resolve 'polling.185.20.136.109' ([Errno 11001] getaddrinfo failed)""))"
206.189.219.154,206.189.219.154,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,206.189.219.154,polling.206.189.219.154,False,,False,4623,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,917,,,True,2276,,,True,699,220 cbx.r3dtm.net Burp Collaborator Server ready,,True,1929,220 cbx.r3dtm.net Burp Collaborator Server ready,,False,1848,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '206.189.219.154'. (_ssl.c:992)",True,200,686,Burp Collaborator https://burpcollaborator.net/,,,True,200,2778,Burp Collaborator https://burpcollaborator.net/,,,False,,1911,,,"HTTPConnectionPool(host='polling.206.189.219.154', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.206.189.219.154', port=80): Failed to resolve 'polling.206.189.219.154' ([Errno 11001] getaddrinfo failed)""))",False,,2847,,,"HTTPSConnectionPool(host='polling.206.189.219.154', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.206.189.219.154', port=443): Failed to resolve 'polling.206.189.219.154' ([Errno 11001] getaddrinfo failed)""))"
192.227.211.88:8080,192.227.211.88,失败,5,12,7,41.67,False,polling_dns|tcp:53|tcp:25|tcp:465|https|polling_http|polling_https,True,192.227.211.88,polling.192.227.211.88,False,,False,3777,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,1875,,,True,1286,,,False,6469,,timed out,True,1884,220 b.gstatus.org Burp Collaborator Server ready,,False,3421,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '192.227.211.88'. (_ssl.c:992)",True,404,1954,nginx/1.18.0 (Ubuntu),404 Not Found,,False,,6719,,,"HTTPSConnectionPool(host='192.227.211.88', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='192.227.211.88', port=443) at 0x202c4c68490>, 'Connection to 192.227.211.88 timed out. (connect timeout=6.0)'))",False,,557,,,"HTTPConnectionPool(host='polling.192.227.211.88', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.192.227.211.88', port=80): Failed to resolve 'polling.192.227.211.88' ([Errno 11001] getaddrinfo failed)""))",False,,524,,,"HTTPSConnectionPool(host='polling.192.227.211.88', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.192.227.211.88', port=443): Failed to resolve 'polling.192.227.211.88' ([Errno 11001] getaddrinfo failed)""))"
63.32.201.71,63.32.201.71,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,63.32.201.71,polling.63.32.201.71,False,,False,3376,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,223,,,True,3131,,,True,1170,220 tested-by-edgescan.com Burp Collaborator Server ready,,True,932,220 tested-by-edgescan.com Burp Collaborator Server ready,,False,1343,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '63.32.201.71'. (_ssl.c:992)",True,200,1110,Burp Collaborator https://burpcollaborator.net/,,,True,200,5247,Burp Collaborator https://burpcollaborator.net/,,,False,,1267,,,"HTTPConnectionPool(host='polling.63.32.201.71', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.63.32.201.71', port=80): Failed to resolve 'polling.63.32.201.71' ([Errno 11001] getaddrinfo failed)""))",False,,663,,,"HTTPSConnectionPool(host='polling.63.32.201.71', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.63.32.201.71', port=443): Failed to resolve 'polling.63.32.201.71' ([Errno 11001] getaddrinfo failed)""))"
https://20.105.43.169,20.105.43.169,失败,6,12,6,50.0,False,polling_dns|tcp:53|tcp:587|tcp:465|polling_http|polling_https,True,20.105.43.169,polling.20.105.43.169,False,,False,6098,,timed out,True,496,,,True,1147,,,True,6644,,,False,6221,,timed out,False,7129,,timed out,True,200,5868,Burp Collaborator https://burpcollaborator.net/,,,True,200,6848,Burp Collaborator https://burpcollaborator.net/,,,False,,519,,,"HTTPConnectionPool(host='polling.20.105.43.169', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.20.105.43.169', port=80): Failed to resolve 'polling.20.105.43.169' ([Errno 11001] getaddrinfo failed)""))",False,,447,,,"HTTPSConnectionPool(host='polling.20.105.43.169', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.20.105.43.169', port=443): Failed to resolve 'polling.20.105.43.169' ([Errno 11001] getaddrinfo failed)""))"
https://bcollaborator.syss.de,bcollaborator.syss.de,通过但有警告,10,12,2,83.33,False,tcp:53|tcp:25,True,185.142.184.12,polling.bcollaborator.syss.de,True,185.142.184.12,False,7637,,timed out,True,783,,,True,426,,,False,6315,,timed out,True,3024,220 bcollaborator.syss.de Burp Collaborator Server ready,,True,2668,220 bcollaborator.syss.de Burp Collaborator Server ready,,True,200,1852,Burp Collaborator https://burpcollaborator.net/,,,True,200,3067,Burp Collaborator https://burpcollaborator.net/,,,True,200,1140,Burp Collaborator https://burpcollaborator.net/,,,True,200,6300,Burp Collaborator https://burpcollaborator.net/,,
c.vii.is,c.vii.is,通过但有警告,10,12,2,83.33,False,tcp:53|tcp:465,True,138.68.154.32,polling.c.vii.is,True,138.68.154.32,False,7507,,timed out,True,1207,,,True,1009,,,True,1227,220 c.vii.is Burp Collaborator Server ready,,True,3829,220 c.vii.is Burp Collaborator Server ready,,False,2904,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:992),True,200,2064,Burp Collaborator https://burpcollaborator.net/,,,True,200,7868,Burp Collaborator https://burpcollaborator.net/,,,True,200,1949,Burp Collaborator https://burpcollaborator.net/,,,True,200,7736,Burp Collaborator https://burpcollaborator.net/,,
https://www.kpa.pw,www.kpa.pw,失败,8,12,4,66.67,False,tcp:53|tcp:465|polling_http|polling_https,True,37.60.241.125,polling.www.kpa.pw,True,192.168.2.4,False,6171,,timed out,True,1108,,,True,995,,,True,1219,220 kpa.pw Burp Collaborator Server ready,,True,996,220 kpa.pw Burp Collaborator Server ready,,False,2103,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:992),True,200,3339,Burp Collaborator https://burpcollaborator.net/,,,True,200,10089,Burp Collaborator https://burpcollaborator.net/,,,False,,7122,,,"HTTPConnectionPool(host='polling.www.kpa.pw', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='polling.www.kpa.pw', port=80) at 0x202c4dcea10>, 'Connection to polling.www.kpa.pw timed out. (connect timeout=6.0)'))",False,,6431,,,"HTTPSConnectionPool(host='polling.www.kpa.pw', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='polling.www.kpa.pw', port=443) at 0x202c4f25f10>, 'Connection to polling.www.kpa.pw timed out. (connect timeout=6.0)'))"
44.246.164.176,44.246.164.176,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,44.246.164.176,polling.44.246.164.176,False,,False,6596,,timed out,True,223,,,True,1017,,,True,2124,220 burpcollab.ctf.nutanix.com Burp Collaborator Server ready,,True,938,220 burpcollab.ctf.nutanix.com Burp Collaborator Server ready,,False,3184,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '44.246.164.176'. (_ssl.c:992)",True,200,1968,Burp Collaborator https://burpcollaborator.net/,,,True,200,5050,Burp Collaborator https://burpcollaborator.net/,,,False,,1363,,,"HTTPConnectionPool(host='polling.44.246.164.176', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.44.246.164.176', port=80): Failed to resolve 'polling.44.246.164.176' ([Errno 11001] getaddrinfo failed)""))",False,,986,,,"HTTPSConnectionPool(host='polling.44.246.164.176', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.44.246.164.176', port=443): Failed to resolve 'polling.44.246.164.176' ([Errno 11001] getaddrinfo failed)""))"
211.188.55.128,211.188.55.128,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,211.188.55.128,polling.211.188.55.128,False,,False,2961,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,243,,,True,128,,,True,106,220 collabo.oast-burp.site Burp Collaborator Server ready,,True,244,220 collabo.oast-burp.site Burp Collaborator Server ready,,False,1818,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:992),True,200,1350,Burp Collaborator https://burpcollaborator.net/,,,True,200,7006,Burp Collaborator https://burpcollaborator.net/,,,False,,1165,,,"HTTPConnectionPool(host='polling.211.188.55.128', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.211.188.55.128', port=80): Failed to resolve 'polling.211.188.55.128' ([Errno 11001] getaddrinfo failed)""))",False,,444,,,"HTTPSConnectionPool(host='polling.211.188.55.128', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.211.188.55.128', port=443): Failed to resolve 'polling.211.188.55.128' ([Errno 11001] getaddrinfo failed)""))"
https://kpa.pw,kpa.pw,失败,8,12,4,66.67,False,tcp:53|tcp:465|polling_http|polling_https,True,37.60.241.125,polling.kpa.pw,True,192.168.2.4,False,4999,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,454,,,True,921,,,True,1070,220 kpa.pw Burp Collaborator Server ready,,True,614,220 kpa.pw Burp Collaborator Server ready,,False,2591,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'kpa.pw'. (_ssl.c:992)",True,200,1548,Burp Collaborator https://burpcollaborator.net/,,,True,200,11766,Burp Collaborator https://burpcollaborator.net/,,,False,,7711,,,"HTTPConnectionPool(host='polling.kpa.pw', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='polling.kpa.pw', port=80) at 0x202c4deb790>, 'Connection to polling.kpa.pw timed out. (connect timeout=6.0)'))",False,,8377,,,"HTTPSConnectionPool(host='polling.kpa.pw', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='polling.kpa.pw', port=443) at 0x202c4dc0ad0>, 'Connection to polling.kpa.pw timed out. (connect timeout=6.0)'))"
https://192.46.230.191:8443,192.46.230.191,失败,6,12,6,50.0,False,polling_dns|tcp:53|tcp:465|https|polling_http|polling_https,True,192.46.230.191,polling.192.46.230.191,False,,False,7244,,timed out,True,262,,,True,688,,,True,915,220 blog.nextdigitalcontenthub.shop Burp Collaborator Server ready,,True,831,220 blog.nextdigitalcontenthub.shop Burp Collaborator Server ready,,False,3947,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:992),True,200,4732,nginx/1.18.0 (Ubuntu),Welcome to nginx!,,False,,2940,,,"('Connection aborted.', FileNotFoundError(2, 'No such file or directory'))",False,,2,,,"HTTPConnectionPool(host='polling.192.46.230.191', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.192.46.230.191', port=80): Failed to resolve 'polling.192.46.230.191' ([Errno 11001] getaddrinfo failed)""))",False,,953,,,"HTTPSConnectionPool(host='polling.192.46.230.191', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.192.46.230.191', port=443): Failed to resolve 'polling.192.46.230.191' ([Errno 11001] getaddrinfo failed)""))"
52.166.203.119,52.166.203.119,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,52.166.203.119,polling.52.166.203.119,False,,False,6772,,timed out,True,401,,,True,242,,,True,558,220 collaborator.meowsec.co Burp Collaborator Server ready,,True,621,220 collaborator.meowsec.co Burp Collaborator Server ready,,False,1747,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '52.166.203.119'. (_ssl.c:992)",True,200,2265,Burp Collaborator https://burpcollaborator.net/,,,True,200,7342,Burp Collaborator https://burpcollaborator.net/,,,False,,1445,,,"HTTPConnectionPool(host='polling.52.166.203.119', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.52.166.203.119', port=80): Failed to resolve 'polling.52.166.203.119' ([Errno 11001] getaddrinfo failed)""))",False,,4128,,,"HTTPSConnectionPool(host='polling.52.166.203.119', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.52.166.203.119', port=443): Failed to resolve 'polling.52.166.203.119' ([Errno 11001] getaddrinfo failed)""))"
185.81.215.149,185.81.215.149,失败,2,12,10,16.67,False,polling_dns|tcp:53|tcp:80|tcp:443|tcp:587|tcp:465|http|https|polling_http|polling_https,True,185.81.215.149,polling.185.81.215.149,False,,False,7672,,timed out,False,6482,,timed out,False,6164,,timed out,True,6501,,,False,6388,,timed out,False,6739,,timed out,False,,6768,,,"HTTPConnectionPool(host='185.81.215.149', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='185.81.215.149', port=80) at 0x202c4e499d0>, 'Connection to 185.81.215.149 timed out. (connect timeout=6.0)'))",False,,7436,,,"HTTPSConnectionPool(host='185.81.215.149', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='185.81.215.149', port=443) at 0x202c4cd4e90>, 'Connection to 185.81.215.149 timed out. (connect timeout=6.0)'))",False,,352,,,"HTTPConnectionPool(host='polling.185.81.215.149', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.185.81.215.149', port=80): Failed to resolve 'polling.185.81.215.149' ([Errno 11001] getaddrinfo failed)""))",False,,1150,,,"HTTPSConnectionPool(host='polling.185.81.215.149', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.185.81.215.149', port=443): Failed to resolve 'polling.185.81.215.149' ([Errno 11001] getaddrinfo failed)""))"
217.154.55.56,217.154.55.56,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,217.154.55.56,polling.217.154.55.56,False,,False,4206,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,291,,,True,516,,,True,2183,220 collab.axispentest.com Burp Collaborator Server ready,,True,1548,220 collab.axispentest.com Burp Collaborator Server ready,,False,3895,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '217.154.55.56'. (_ssl.c:992)",True,200,1691,Burp Collaborator https://burpcollaborator.net/,,,True,200,6385,Burp Collaborator https://burpcollaborator.net/,,,False,,173,,,"HTTPConnectionPool(host='polling.217.154.55.56', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.217.154.55.56', port=80): Failed to resolve 'polling.217.154.55.56' ([Errno 11001] getaddrinfo failed)""))",False,,2000,,,"HTTPSConnectionPool(host='polling.217.154.55.56', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.217.154.55.56', port=443): Failed to resolve 'polling.217.154.55.56' ([Errno 11001] getaddrinfo failed)""))"
159.89.156.83,159.89.156.83,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,159.89.156.83,polling.159.89.156.83,False,,False,2926,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,1017,,,True,316,,,True,671,220 x.quack.ovh Burp Collaborator Server ready,,True,401,220 x.quack.ovh Burp Collaborator Server ready,,False,7232,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '159.89.156.83'. (_ssl.c:992)",True,200,2924,Burp Collaborator https://burpcollaborator.net/,,,True,200,5743,Burp Collaborator https://burpcollaborator.net/,,,False,,1056,,,"HTTPConnectionPool(host='polling.159.89.156.83', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.159.89.156.83', port=80): Failed to resolve 'polling.159.89.156.83' ([Errno 11001] getaddrinfo failed)""))",False,,1510,,,"HTTPSConnectionPool(host='polling.159.89.156.83', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.159.89.156.83', port=443): Failed to resolve 'polling.159.89.156.83' ([Errno 11001] getaddrinfo failed)""))"
https://bounty.tools,bounty.tools,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,174.138.51.1,polling.bounty.tools,False,,False,4112,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,405,,,True,1027,,,True,1333,220 bc.refactorsec.com Burp Collaborator Server ready,,True,712,220 bc.refactorsec.com Burp Collaborator Server ready,,False,4677,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'bounty.tools'. (_ssl.c:992)",True,200,3167,Burp Collaborator https://burpcollaborator.net/,,,True,200,7177,Burp Collaborator https://burpcollaborator.net/,,,False,,2600,,,"HTTPConnectionPool(host='polling.bounty.tools', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.bounty.tools', port=80): Failed to resolve 'polling.bounty.tools' ([Errno 11001] getaddrinfo failed)""))",False,,2125,,,"HTTPSConnectionPool(host='polling.bounty.tools', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.bounty.tools', port=443): Failed to resolve 'polling.bounty.tools' ([Errno 11001] getaddrinfo failed)""))"
3.140.217.238,3.140.217.238,失败,6,12,6,50.0,False,polling_dns|tcp:53|tcp:587|tcp:465|polling_http|polling_https,True,3.140.217.238,polling.3.140.217.238,False,,False,6533,,timed out,True,490,,,True,3314,,,True,7690,,,False,6434,,timed out,False,6101,,timed out,True,200,3662,Burp Collaborator https://burpcollaborator.net/,,,True,200,4217,Burp Collaborator https://burpcollaborator.net/,,,False,,1858,,,"HTTPConnectionPool(host='polling.3.140.217.238', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.3.140.217.238', port=80): Failed to resolve 'polling.3.140.217.238' ([Errno 11001] getaddrinfo failed)""))",False,,86,,,"HTTPSConnectionPool(host='polling.3.140.217.238', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.3.140.217.238', port=443): Failed to resolve 'polling.3.140.217.238' ([Errno 11001] getaddrinfo failed)""))"
52.200.219.79,52.200.219.79,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,52.200.219.79,polling.52.200.219.79,False,,False,3279,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,487,,,True,2738,,,True,1589,220 pewx3.com Burp Collaborator Server ready,,True,1280,220 pewx3.com Burp Collaborator Server ready,,False,3001,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '52.200.219.79'. (_ssl.c:992)",True,200,742,Burp Collaborator https://burpcollaborator.net/,,,True,200,8031,Burp Collaborator https://burpcollaborator.net/,,,False,,131,,,"HTTPConnectionPool(host='polling.52.200.219.79', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.52.200.219.79', port=80): Failed to resolve 'polling.52.200.219.79' ([Errno 11001] getaddrinfo failed)""))",False,,530,,,"HTTPSConnectionPool(host='polling.52.200.219.79', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.52.200.219.79', port=443): Failed to resolve 'polling.52.200.219.79' ([Errno 11001] getaddrinfo failed)""))"
77.109.136.199,77.109.136.199,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,77.109.136.199,polling.77.109.136.199,False,,False,3423,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,569,,,True,851,,,True,776,220 burpcollaborator.cns-test.net Burp Collaborator Server ready,,True,904,220 burpcollaborator.cns-test.net Burp Collaborator Server ready,,False,4858,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '77.109.136.199'. (_ssl.c:992)",True,200,3037,Burp Collaborator https://burpcollaborator.net/,,,True,200,10809,Burp Collaborator https://burpcollaborator.net/,,,False,,381,,,"HTTPConnectionPool(host='polling.77.109.136.199', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.77.109.136.199', port=80): Failed to resolve 'polling.77.109.136.199' ([Errno 11001] getaddrinfo failed)""))",False,,7,,,"HTTPSConnectionPool(host='polling.77.109.136.199', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.77.109.136.199', port=443): Failed to resolve 'polling.77.109.136.199' ([Errno 11001] getaddrinfo failed)""))"
51.195.222.153,51.195.222.153,失败,8,12,4,66.67,False,polling_dns|tcp:465|polling_http|polling_https,True,51.195.222.153,polling.51.195.222.153,False,,True,724,,,True,2017,,,True,379,,,True,2374,220 jj2.pw Burp Collaborator Server ready,,True,1189,220 jj2.pw Burp Collaborator Server ready,,False,4743,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '51.195.222.153'. (_ssl.c:992)",True,200,3148,Burp Collaborator https://burpcollaborator.net/,,,True,200,3884,Burp Collaborator https://burpcollaborator.net/,,,False,,267,,,"HTTPConnectionPool(host='polling.51.195.222.153', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.51.195.222.153', port=80): Failed to resolve 'polling.51.195.222.153' ([Errno 11001] getaddrinfo failed)""))",False,,76,,,"HTTPSConnectionPool(host='polling.51.195.222.153', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.51.195.222.153', port=443): Failed to resolve 'polling.51.195.222.153' ([Errno 11001] getaddrinfo failed)""))"
206.81.17.217,206.81.17.217,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,206.81.17.217,polling.206.81.17.217,False,,False,3412,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,2044,,,True,1047,,,True,2144,220 hax.sk Burp Collaborator Server ready,,True,957,220 hax.sk Burp Collaborator Server ready,,False,2838,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '206.81.17.217'. (_ssl.c:992)",True,200,1965,Burp Collaborator https://burpcollaborator.net/,,,True,200,9748,Burp Collaborator https://burpcollaborator.net/,,,False,,307,,,"HTTPConnectionPool(host='polling.206.81.17.217', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.206.81.17.217', port=80): Failed to resolve 'polling.206.81.17.217' ([Errno 11001] getaddrinfo failed)""))",False,,153,,,"HTTPSConnectionPool(host='polling.206.81.17.217', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.206.81.17.217', port=443): Failed to resolve 'polling.206.81.17.217' ([Errno 11001] getaddrinfo failed)""))"
54.163.40.81,54.163.40.81,失败,7,12,5,58.33,False,polling_dns|tcp:53|tcp:465|polling_http|polling_https,True,54.163.40.81,polling.54.163.40.81,False,,False,3432,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,292,,,True,1380,,,True,1695,220 azburp.in Burp Collaborator Server ready,,True,1696,220 azburp.in Burp Collaborator Server ready,,False,3861,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '54.163.40.81'. (_ssl.c:992)",True,200,2508,Burp Collaborator https://burpcollaborator.net/,,,True,200,9500,Burp Collaborator https://burpcollaborator.net/,,,False,,281,,,"HTTPConnectionPool(host='polling.54.163.40.81', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='polling.54.163.40.81', port=80): Failed to resolve 'polling.54.163.40.81' ([Errno 11001] getaddrinfo failed)""))",False,,110,,,"HTTPSConnectionPool(host='polling.54.163.40.81', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='polling.54.163.40.81', port=443): Failed to resolve 'polling.54.163.40.81' ([Errno 11001] getaddrinfo failed)""))"
