input_value,host,verdict,passed_checks,total_checks,failed_checks,pass_rate,dns_ok,resolved_ips,tcp_80_ok,tcp_80_elapsed_ms,tcp_80_banner,tcp_80_error,tcp_443_ok,tcp_443_elapsed_ms,tcp_443_banner,tcp_443_error,http_ok,http_status,http_elapsed_ms,http_server,http_title,http_error,https_ok,https_status,https_elapsed_ms,https_server,https_title,https_error
example.com,example.com,PASS_WITH_WARNINGS,4,5,1,80.0,True,104.20.23.154|172.66.147.243,True,213,,,True,211,,,False,,1476,,,"HTTPConnectionPool(host='example.com', port=80): Read timed out.",True,200,799,cloudflare,Example Domain,
