input_value,host,dns_ok,resolved_ips,tcp_53_ok,tcp_53_elapsed_ms,tcp_53_banner,tcp_53_error,tcp_80_ok,tcp_80_elapsed_ms,tcp_80_banner,tcp_80_error,tcp_443_ok,tcp_443_elapsed_ms,tcp_443_banner,tcp_443_error,tcp_25_ok,tcp_25_elapsed_ms,tcp_25_banner,tcp_25_error,tcp_587_ok,tcp_587_elapsed_ms,tcp_587_banner,tcp_587_error,tcp_465_ok,tcp_465_elapsed_ms,tcp_465_banner,tcp_465_error,http_ok,http_status,http_elapsed_ms,http_server,http_title,http_error,https_ok,https_status,https_elapsed_ms,https_server,https_title,https_error
example.com,example.com,True,172.66.147.243|104.20.23.154,False,2019,,timed out,True,198,,,True,190,,,True,1015,,,False,2023,,timed out,False,2020,,timed out,True,200,417,cloudflare,Example Domain,,True,200,931,cloudflare,Example Domain,
