输入值,主机,结论,通过项数,总项数,失败项数,通过率(%),全绿,失败项列表,DNS成功,解析IP列表,端口53成功,端口53耗时毫秒,端口53Banner,端口53错误,端口80成功,端口80耗时毫秒,端口80Banner,端口80错误,端口443成功,端口443耗时毫秒,端口443Banner,端口443错误,端口25成功,端口25耗时毫秒,端口25Banner,端口25错误,端口587成功,端口587耗时毫秒,端口587Banner,端口587错误,端口465成功,端口465耗时毫秒,端口465Banner,端口465错误,HTTP成功,HTTP状态码,HTTP耗时毫秒,HTTP服务器,HTTP标题,HTTP错误,HTTPS成功,HTTPS状态码,HTTPS耗时毫秒,HTTPS服务器,HTTPS标题,HTTPS错误
136.115.216.28,136.115.216.28,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,136.115.216.28,False,3439,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,260,,,True,270,,,True,514,220 burp.attack.live Burp Collaborator Server ready,,True,530,220 burp.attack.live Burp Collaborator Server ready,,False,792,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '136.115.216.28'. (_ssl.c:992)",True,200,1831,Burp Collaborator https://burpcollaborator.net/,,,True,200,1245,Burp Collaborator https://burpcollaborator.net/,,
20.16.108.198,20.16.108.198,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,20.16.108.198,False,3637,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,255,,,True,243,,,True,491,220 collaborator.hckempresas.com Burp Collaborator Server ready,,True,511,220 collaborator.hckempresas.com Burp Collaborator Server ready,,False,945,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '20.16.108.198'. (_ssl.c:992)",True,200,1660,Burp Collaborator https://burpcollaborator.net/,,,True,200,1455,Burp Collaborator https://burpcollaborator.net/,,
74.249.146.99,74.249.146.99,失败,6,9,3,66.67,False,tcp:53|tcp:587|tcp:465,True,74.249.146.99,False,3169,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,220,,,True,268,,,True,438,220 flatoutdigital.com Burp Collaborator Server ready,,False,6003,,timed out,False,6003,,timed out,True,200,454,Burp Collaborator https://burpcollaborator.net/,,,True,200,1072,Burp Collaborator https://burpcollaborator.net/,,
139.99.90.26,139.99.90.26,通过但有警告,8,9,1,88.89,False,tcp:465,True,139.99.90.26,True,303,,,True,245,,,True,185,,,True,2437,220 o0v.me Burp Collaborator Server ready,,True,6304,,,False,906,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '139.99.90.26'. (_ssl.c:992)",True,200,558,Burp Collaborator https://burpcollaborator.net/,,,True,200,1186,Burp Collaborator https://burpcollaborator.net/,,
178.62.237.214,178.62.237.214,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,178.62.237.214,False,6012,,timed out,True,252,,,True,250,,,True,563,220 bcollaborator.binsec.cloud Burp Collaborator Server ready,,True,538,220 bcollaborator.binsec.cloud Burp Collaborator Server ready,,False,1883,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '178.62.237.214'. (_ssl.c:992)",True,200,577,Burp Collaborator https://burpcollaborator.net/,,,True,200,1214,Burp Collaborator https://burpcollaborator.net/,,
45.81.21.29,45.81.21.29,失败,6,9,3,66.67,False,tcp:53|tcp:587|tcp:465,True,45.81.21.29,False,4382,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,212,,,True,205,,,True,404,220 lyticlayer.com Burp Collaborator Server ready,,False,3195,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,543,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '45.81.21.29'. (_ssl.c:992)",True,200,404,Burp Collaborator https://burpcollaborator.net/,,,True,200,927,Burp Collaborator https://burpcollaborator.net/,,
178.63.252.192,178.63.252.192,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,178.63.252.192,False,3124,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,205,,,True,206,,,True,516,220 c.profundis-labs.de Burp Collaborator Server ready,,True,418,220 c.profundis-labs.de Burp Collaborator Server ready,,False,804,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '178.63.252.192'. (_ssl.c:992)",True,200,430,Burp Collaborator https://burpcollaborator.net/,,,True,200,1080,Burp Collaborator https://burpcollaborator.net/,,
146.59.195.165,146.59.195.165,通过但有警告,8,9,1,88.89,False,tcp:465,True,146.59.195.165,True,201,,,True,203,,,True,202,,,True,407,220 cz3.in Burp Collaborator Server ready,,True,392,220 cz3.in Burp Collaborator Server ready,,False,744,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '146.59.195.165'. (_ssl.c:992)",True,200,1391,Burp Collaborator https://burpcollaborator.net/,,,True,200,1841,Burp Collaborator https://burpcollaborator.net/,,
206.81.17.217,206.81.17.217,失败,5,9,4,55.56,False,tcp:53|tcp:465|http|https,True,206.81.17.217,False,3237,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,262,,,True,253,,,True,6294,,,True,6457,,,False,6464,,_ssl.c:975: The handshake operation timed out,False,,6377,,,"HTTPConnectionPool(host='206.81.17.217', port=80): Read timed out. (read timeout=6.0)",False,,6347,,,"HTTPSConnectionPool(host='206.81.17.217', port=443): Read timed out. (read timeout=6.0)"
164.92.134.68,164.92.134.68,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,164.92.134.68,False,3360,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,266,,,True,262,,,True,681,220 oob.squirrelsec.com Burp Collaborator Server ready,,True,522,220 oob.squirrelsec.com Burp Collaborator Server ready,,False,962,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '164.92.134.68'. (_ssl.c:992)",True,200,529,Burp Collaborator https://burpcollaborator.net/,,,True,200,1242,Burp Collaborator https://burpcollaborator.net/,,
147.135.77.70,147.135.77.70,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,147.135.77.70,False,6003,,timed out,True,389,,,True,306,,,True,574,220 burp.xss.fyi Burp Collaborator Server ready,,True,582,220 burp.xss.fyi Burp Collaborator Server ready,,False,811,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '147.135.77.70'. (_ssl.c:992)",True,200,701,Burp Collaborator https://burpcollaborator.net/,,,True,200,1114,Burp Collaborator https://burpcollaborator.net/,,
burp.golnk.xyz,burp.golnk.xyz,失败,0,9,9,0.0,False,dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,False,,False,9408,,[Errno 11002] getaddrinfo failed,False,11075,,[Errno 11001] getaddrinfo failed,False,8892,,[Errno 11002] getaddrinfo failed,False,11087,,[Errno 11001] getaddrinfo failed,False,9705,,[Errno 11002] getaddrinfo failed,False,11069,,[Errno 11001] getaddrinfo failed,False,,10101,,,"HTTPConnectionPool(host='burp.golnk.xyz', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='burp.golnk.xyz', port=80): Failed to resolve 'burp.golnk.xyz' ([Errno 11002] getaddrinfo failed)""))",False,,11097,,,"HTTPSConnectionPool(host='burp.golnk.xyz', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='burp.golnk.xyz', port=443): Failed to resolve 'burp.golnk.xyz' ([Errno 11001] getaddrinfo failed)""))"
137.184.63.184,137.184.63.184,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,137.184.63.184,False,6009,,timed out,False,3223,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,False,6037,,timed out,False,6022,,timed out,False,6004,,timed out,False,6053,,timed out,False,,3282,,,"HTTPConnectionPool(host='137.184.63.184', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(host='137.184.63.184', port=80): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。""))",False,,6008,,,"HTTPSConnectionPool(host='137.184.63.184', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='137.184.63.184', port=443) at 0x18879dddd10>, 'Connection to 137.184.63.184 timed out. (connect timeout=6.0)'))"
https://165.22.93.22,165.22.93.22,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,165.22.93.22,False,3310,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,257,,,True,260,,,True,525,220 collab.erasec.be Burp Collaborator Server ready,,True,497,220 collab.erasec.be Burp Collaborator Server ready,,False,630,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '165.22.93.22'. (_ssl.c:992)",True,200,522,Burp Collaborator https://burpcollaborator.net/,,,True,200,1194,Burp Collaborator https://burpcollaborator.net/,,
www.rw8.me,www.rw8.me,失败,0,9,9,0.0,False,dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,False,,False,10224,,[Errno 11002] getaddrinfo failed,False,11061,,[Errno 11001] getaddrinfo failed,False,8872,,[Errno 11002] getaddrinfo failed,False,11067,,[Errno 11001] getaddrinfo failed,False,9766,,[Errno 11002] getaddrinfo failed,False,11080,,[Errno 11002] getaddrinfo failed,False,,9385,,,"HTTPConnectionPool(host='www.rw8.me', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.rw8.me', port=80): Failed to resolve 'www.rw8.me' ([Errno 11002] getaddrinfo failed)""))",False,,11077,,,"HTTPSConnectionPool(host='www.rw8.me', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.rw8.me', port=443): Failed to resolve 'www.rw8.me' ([Errno 11002] getaddrinfo failed)""))"
https://5.189.154.81,5.189.154.81,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,5.189.154.81,False,3307,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,256,,,True,276,,,True,545,220 telemetry-hosts.com Burp Collaborator Server ready,,True,506,220 telemetry-hosts.com Burp Collaborator Server ready,,False,1001,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '5.189.154.81'. (_ssl.c:992)",True,200,510,Burp Collaborator https://burpcollaborator.net/,,,True,200,1832,Burp Collaborator https://burpcollaborator.net/,,
burp.cirosec.com,burp.cirosec.com,通过但有警告,8,9,1,88.89,False,tcp:53,True,195.243.60.207,False,3151,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,195,,,True,279,,,True,365,220 burp.cirosec.com Burp Collaborator Server ready,,True,373,220 burp.cirosec.com Burp Collaborator Server ready,,True,1280,220 burp.cirosec.com Burp Collaborator Server ready,,True,200,410,Burp Collaborator https://burpcollaborator.net/,,,True,200,926,Burp Collaborator https://burpcollaborator.net/,,
161.35.234.125,161.35.234.125,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,161.35.234.125,False,2873,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,163,,,True,208,,,True,359,220 a.dpth.pw Burp Collaborator Server ready,,True,328,220 a.dpth.pw Burp Collaborator Server ready,,False,787,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '161.35.234.125'. (_ssl.c:992)",True,200,441,Burp Collaborator https://burpcollaborator.net/,,,True,200,2521,Burp Collaborator https://burpcollaborator.net/,,
www.ux6.me,www.ux6.me,失败,0,9,9,0.0,False,dns|tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,False,,False,10664,,[Errno 11002] getaddrinfo failed,False,10214,,[Errno 11002] getaddrinfo failed,False,9842,,[Errno 11002] getaddrinfo failed,False,10146,,[Errno 11002] getaddrinfo failed,False,9592,,[Errno 11002] getaddrinfo failed,False,11089,,[Errno 11001] getaddrinfo failed,False,,10807,,,"HTTPConnectionPool(host='www.ux6.me', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.ux6.me', port=80): Failed to resolve 'www.ux6.me' ([Errno 11002] getaddrinfo failed)""))",False,,10491,,,"HTTPSConnectionPool(host='www.ux6.me', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.ux6.me', port=443): Failed to resolve 'www.ux6.me' ([Errno 11002] getaddrinfo failed)""))"
3.151.42.204,3.151.42.204,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,3.151.42.204,False,3164,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,227,,,True,237,,,True,1445,220 call.notworking.website Burp Collaborator Server ready,,True,452,220 call.notworking.website Burp Collaborator Server ready,,False,6001,,timed out,True,200,440,Burp Collaborator https://burpcollaborator.net/,,,True,200,1088,Burp Collaborator https://burpcollaborator.net/,,
159.100.253.169,159.100.253.169,失败,2,9,7,22.22,False,tcp:53|tcp:80|tcp:443|tcp:587|tcp:465|http|https,True,159.100.253.169,False,6015,,timed out,False,6002,,timed out,False,6000,,timed out,True,6010,,,False,6000,,timed out,False,6004,,timed out,False,,6011,,,"HTTPConnectionPool(host='159.100.253.169', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='159.100.253.169', port=80) at 0x18879cf42d0>, 'Connection to 159.100.253.169 timed out. (connect timeout=6.0)'))",False,,6014,,,"HTTPSConnectionPool(host='159.100.253.169', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='159.100.253.169', port=443) at 0x18879db41d0>, 'Connection to 159.100.253.169 timed out. (connect timeout=6.0)'))"
151.145.200.139,151.145.200.139,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,151.145.200.139,False,6008,,timed out,False,6003,,timed out,False,6087,,timed out,False,6003,,timed out,False,6002,,timed out,False,6001,,timed out,False,,6010,,,"HTTPConnectionPool(host='151.145.200.139', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='151.145.200.139', port=80) at 0x18879d41750>, 'Connection to 151.145.200.139 timed out. (connect timeout=6.0)'))",False,,6014,,,"HTTPSConnectionPool(host='151.145.200.139', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='151.145.200.139', port=443) at 0x18879db5f10>, 'Connection to 151.145.200.139 timed out. (connect timeout=6.0)'))"
151.145.202.211,151.145.202.211,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,151.145.202.211,False,6011,,timed out,False,6002,,timed out,False,6044,,timed out,False,6072,,timed out,False,6008,,timed out,False,6009,,timed out,False,,6006,,,"HTTPConnectionPool(host='151.145.202.211', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='151.145.202.211', port=80) at 0x18879d9b390>, 'Connection to 151.145.202.211 timed out. (connect timeout=6.0)'))",False,,6016,,,"HTTPSConnectionPool(host='151.145.202.211', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='151.145.202.211', port=443) at 0x18879dddf50>, 'Connection to 151.145.202.211 timed out. (connect timeout=6.0)'))"
91.92.142.72,91.92.142.72,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,91.92.142.72,False,6012,,timed out,False,6003,,timed out,False,6013,,timed out,False,6009,,timed out,False,6011,,timed out,False,6007,,timed out,False,,6006,,,"HTTPConnectionPool(host='91.92.142.72', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='91.92.142.72', port=80) at 0x18879dde1d0>, 'Connection to 91.92.142.72 timed out. (connect timeout=6.0)'))",False,,6017,,,"HTTPSConnectionPool(host='91.92.142.72', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='91.92.142.72', port=443) at 0x18879dcf710>, 'Connection to 91.92.142.72 timed out. (connect timeout=6.0)'))"
44.202.1.123,44.202.1.123,失败,5,9,4,55.56,False,tcp:53|tcp:25|tcp:587|tcp:465,True,44.202.1.123,False,3173,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,226,,,True,235,,,False,6002,,timed out,False,6003,,timed out,False,6000,,timed out,True,200,472,Burp Collaborator https://burpcollaborator.net/,,,True,200,1443,Burp Collaborator https://burpcollaborator.net/,,
burp.mtest.no,burp.mtest.no,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,94.127.56.232,False,3450,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,328,,,True,279,,,True,548,220 burp.mtest.no Burp Collaborator Server ready,,True,546,220 burp.mtest.no Burp Collaborator Server ready,,False,1281,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'burp.mtest.no'. (_ssl.c:992)",True,200,562,Burp Collaborator https://burpcollaborator.net/,,,True,200,2701,Burp Collaborator https://burpcollaborator.net/,,
vk2.pw,vk2.pw,通过,9,9,0,100.0,True,,True,51.38.231.99,True,284,,,True,215,,,True,347,,,True,406,220 vk2.pw Burp Collaborator Server ready,,True,433,220 vk2.pw Burp Collaborator Server ready,,True,1530,220 vk2.pw Burp Collaborator Server ready,,True,200,434,Burp Collaborator https://burpcollaborator.net/,,,True,200,1130,Burp Collaborator https://burpcollaborator.net/,,
www.vk2.pw,www.vk2.pw,通过,9,9,0,100.0,True,,True,51.38.231.99,True,224,,,True,206,,,True,207,,,True,440,220 vk2.pw Burp Collaborator Server ready,,True,421,220 vk2.pw Burp Collaborator Server ready,,True,1727,220 vk2.pw Burp Collaborator Server ready,,True,200,431,Burp Collaborator https://burpcollaborator.net/,,,True,200,1219,Burp Collaborator https://burpcollaborator.net/,,
https://www.hax.sk,www.hax.sk,失败,6,9,3,66.67,False,dns|tcp:53|tcp:80,False,,False,11071,,[Errno 11002] getaddrinfo failed,False,2476,,[Errno 11002] getaddrinfo failed,True,368,,,True,4300,220 hax.sk Burp Collaborator Server ready,,True,550,220 hax.sk Burp Collaborator Server ready,,True,1796,220 hax.sk Burp Collaborator Server ready,,True,200,530,Burp Collaborator https://burpcollaborator.net/,,,True,200,1321,Burp Collaborator https://burpcollaborator.net/,,
https://77.42.29.165,77.42.29.165,通过但有警告,8,9,1,88.89,False,tcp:465,True,77.42.29.165,True,216,,,True,207,,,True,225,,,True,454,220 poc.bdef.ninja Burp Collaborator Server ready,,True,515,220 poc.bdef.ninja Burp Collaborator Server ready,,False,752,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '77.42.29.165'. (_ssl.c:992)",True,200,452,Burp Collaborator https://burpcollaborator.net/,,,True,200,814,Burp Collaborator https://burpcollaborator.net/,,
162.43.142.93,162.43.142.93,失败,1,9,8,11.11,False,tcp:53|tcp:80|tcp:443|tcp:25|tcp:587|tcp:465|http|https,True,162.43.142.93,False,6000,,timed out,False,6013,,timed out,False,6009,,timed out,False,6010,,timed out,False,6010,,timed out,False,6003,,timed out,False,,6079,,,"HTTPConnectionPool(host='162.43.142.93', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='162.43.142.93', port=80) at 0x18879db43d0>, 'Connection to 162.43.142.93 timed out. (connect timeout=6.0)'))",False,,6064,,,"HTTPSConnectionPool(host='162.43.142.93', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='162.43.142.93', port=443) at 0x18879db5790>, 'Connection to 162.43.142.93 timed out. (connect timeout=6.0)'))"
https://141.195.91.73,141.195.91.73,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,141.195.91.73,False,6007,,timed out,True,268,,,True,294,,,True,581,220 burpcollaborator.scip-red.ch Burp Collaborator Server ready,,True,1515,220 burpcollaborator.scip-red.ch Burp Collaborator Server ready,,False,828,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '141.195.91.73'. (_ssl.c:992)",True,200,568,Burp Collaborator https://burpcollaborator.net/,,,True,200,2269,Burp Collaborator https://burpcollaborator.net/,,
34.209.194.39,34.209.194.39,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,34.209.194.39,False,2908,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,184,,,True,180,,,True,355,220 fortifyondemand.info Burp Collaborator Server ready,,True,347,220 fortifyondemand.info Burp Collaborator Server ready,,False,883,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '34.209.194.39'. (_ssl.c:992)",True,200,421,Burp Collaborator https://burpcollaborator.net/,,,True,200,892,Burp Collaborator https://burpcollaborator.net/,,
63.32.237.183,63.32.237.183,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,63.32.237.183,False,3163,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,215,,,True,221,,,True,445,220 3djv0lc-collab.in-pentesting.com Burp Collaborator Server ready,,True,446,220 3djv0lc-collab.in-pentesting.com Burp Collaborator Server ready,,False,992,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '63.32.237.183'. (_ssl.c:992)",True,200,474,Burp Collaborator https://burpcollaborator.net/,,,True,200,1138,Burp Collaborator https://burpcollaborator.net/,,
https://158.69.216.58,158.69.216.58,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,158.69.216.58,False,3481,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,285,,,True,285,,,True,552,220 b.tl4b.dpdns.org Burp Collaborator Server ready,,True,583,220 b.tl4b.dpdns.org Burp Collaborator Server ready,,False,1024,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '158.69.216.58'. (_ssl.c:992)",True,200,587,nginx,,,True,200,2400,nginx,,
18.162.204.69,18.162.204.69,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,18.162.204.69,False,6013,,timed out,True,94,,,True,120,,,True,195,220 openfigure.net Burp Collaborator Server ready,,True,195,220 openfigure.net Burp Collaborator Server ready,,False,646,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '18.162.204.69'. (_ssl.c:992)",True,200,195,Burp Collaborator https://burpcollaborator.net/,,,True,200,646,Burp Collaborator https://burpcollaborator.net/,,
52.60.34.199,52.60.34.199,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,52.60.34.199,False,3213,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,247,,,True,231,,,True,471,220 pingus.ca Burp Collaborator Server ready,,True,475,220 pingus.ca Burp Collaborator Server ready,,False,937,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '52.60.34.199'. (_ssl.c:992)",True,200,526,Burp Collaborator https://burpcollaborator.net/,,,True,200,1127,Burp Collaborator https://burpcollaborator.net/,,
18.192.228.100,18.192.228.100,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,18.192.228.100,False,6342,,timed out,True,177,,,True,182,,,True,6005,,,True,378,220 arcollaborator.net Burp Collaborator Server ready,,False,808,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '18.192.228.100'. (_ssl.c:992)",True,200,463,Burp Collaborator https://burpcollaborator.net/,,,True,200,997,Burp Collaborator https://burpcollaborator.net/,,
63.32.216.19,63.32.216.19,失败,6,9,3,66.67,False,tcp:53|tcp:25|tcp:465,True,63.32.216.19,False,3073,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,203,,,True,233,,,False,6015,,timed out,True,419,220 collaborator.thesecurityfactory.be Burp Collaborator Server ready,,False,786,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '63.32.216.19'. (_ssl.c:992)",True,200,433,Burp Collaborator https://burpcollaborator.net/,,,True,200,974,Burp Collaborator https://burpcollaborator.net/,,
151.106.50.58,151.106.50.58,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,151.106.50.58,False,3241,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,241,,,True,251,,,True,486,220 burpcollab.gremwell.com Burp Collaborator Server ready,,True,482,220 burpcollab.gremwell.com Burp Collaborator Server ready,,False,905,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '151.106.50.58'. (_ssl.c:992)",True,200,522,Burp Collaborator https://burpcollaborator.net/,,,True,200,1169,Burp Collaborator https://burpcollaborator.net/,,
34.255.5.242,34.255.5.242,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,34.255.5.242,False,3154,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,302,,,True,214,,,True,464,220 psres.net Burp Collaborator Server ready,,True,443,220 psres.net Burp Collaborator Server ready,,False,570,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '34.255.5.242'. (_ssl.c:992)",True,200,455,nginx/1.22.1,,,True,200,1096,nginx/1.22.1,,
35.175.92.152,35.175.92.152,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,35.175.92.152,False,3228,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,337,,,True,225,,,True,451,220 ns1.steelcdn.net Burp Collaborator Server ready,,True,448,220 ns1.steelcdn.net Burp Collaborator Server ready,,False,668,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '35.175.92.152'. (_ssl.c:992)",True,200,646,Burp Collaborator https://burpcollaborator.net/,,,True,200,1942,Burp Collaborator https://burpcollaborator.net/,,
3.96.202.17,3.96.202.17,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,3.96.202.17,False,6013,,timed out,True,233,,,True,237,,,True,531,220 collab.rougesquad.com Burp Collaborator Server ready,,True,520,220 collab.rougesquad.com Burp Collaborator Server ready,,False,982,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '3.96.202.17'. (_ssl.c:992)",True,200,495,Burp Collaborator https://burpcollaborator.net/,,,True,200,1082,Burp Collaborator https://burpcollaborator.net/,,
52.203.167.118,52.203.167.118,失败,6,9,3,66.67,False,tcp:53|tcp:25|tcp:465,True,52.203.167.118,False,3161,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,224,,,True,225,,,False,6010,,timed out,True,518,220 collab.dasec.art Burp Collaborator Server ready,,False,790,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch, certificate is not valid for '52.203.167.118'. (_ssl.c:992)",True,200,463,Burp Collaborator https://burpcollaborator.net/,,,True,200,1107,Burp Collaborator https://burpcollaborator.net/,,
https://saburp.computersecuritypolicy.org,saburp.computersecuritypolicy.org,通过但有警告,7,9,2,77.78,False,tcp:53|tcp:465,True,175.145.93.178,False,3762,,[WinError 10061] 由于目标计算机积极拒绝，无法连接。,True,353,,,True,376,,,True,690,220 saburp.computersecuritypolicy.org Burp Collaborator Server ready,,True,696,220 saburp.computersecuritypolicy.org Burp Collaborator Server ready,,False,833,,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'saburp.computersecuritypolicy.org'. (_ssl.c:992)",True,200,774,Burp Collaborator https://burpcollaborator.net/,,,True,200,1783,Burp Collaborator https://burpcollaborator.net/,,
